date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:46:39	65452/65452	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:39%20GMT	https://bitcoin360.ai/de/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/de/index.html	(from https://bitcoin360.ai/)
13:46:39	1963/1963	---M--	200	added ('OK')	image/png	etag:%227ab-5e6595da31540%22	https://bitcoin360.ai/wp-content/uploads/2022/08/cropped-android-chrome-512x512-1-32x32.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/uploads/2022/08/cropped-android-chrome-512x512-1-32x32.png	(from https://bitcoin360.ai/)
13:46:39	61535/61535	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:40%20GMT	https://bitcoin360.ai/fi/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/fi/index.html	(from https://bitcoin360.ai/)
13:46:39	61436/61436	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:40%20GMT	https://bitcoin360.ai/da/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/da/index.html	(from https://bitcoin360.ai/)
13:46:39	46552/46552	---M--	200	added ('OK')	image/png	etag:%22b5d8-5e6595da31540%22	https://bitcoin360.ai/wp-content/uploads/2022/08/cropped-android-chrome-512x512-1-192x192.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/uploads/2022/08/cropped-android-chrome-512x512-1-192x192.png	(from https://bitcoin360.ai/)
13:46:40	41573/41573	---M--	200	added ('OK')	image/png	etag:%22a265-5e6595da31540%22	https://bitcoin360.ai/wp-content/uploads/2022/08/cropped-android-chrome-512x512-1-180x180.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/uploads/2022/08/cropped-android-chrome-512x512-1-180x180.png	(from https://bitcoin360.ai/)
13:46:40	62792/62792	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:40%20GMT	https://bitcoin360.ai/fr/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/fr/index.html	(from https://bitcoin360.ai/)
13:46:40	9730/9730	---M--	200	added ('OK')	image/png	etag:%222602-5e7179c69d980%22	https://bitcoin360.ai/wp-content/uploads/2022/08/logo-bitcoin360-white-pq9t29iizrnjwm7w8ujmnn6h2g31hyysbbjsivepkw.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/uploads/2022/08/logo-bitcoin360-white-pq9t29iizrnjwm7w8ujmnn6h2g31hyysbbjsivepkw.png	(from https://bitcoin360.ai/)
13:46:40	600/600	---M--	200	added ('OK')	image/png	etag:%22258-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/en.png	(from https://bitcoin360.ai/)
13:46:40	61031/61031	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:41%20GMT	https://bitcoin360.ai/no/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/no/index.html	(from https://bitcoin360.ai/)
13:46:40	317/317	---M--	200	added ('OK')	image/png	etag:%2213d-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/tr.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/tr.png	(from https://bitcoin360.ai/)
13:46:41	436/436	---M--	200	added ('OK')	image/png	etag:%221b4-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/sv.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/sv.png	(from https://bitcoin360.ai/)
13:46:41	441/441	---M--	200	added ('OK')	image/png	etag:%221b9-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/pt-pt.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/pt-pt.png	(from https://bitcoin360.ai/)
13:46:41	61939/61939	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:41%20GMT	https://bitcoin360.ai/pl/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/pl/index.html	(from https://bitcoin360.ai/)
13:46:41	235/235	---M--	200	added ('OK')	image/png	etag:%22eb-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/pl.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/pl.png	(from https://bitcoin360.ai/)
13:46:41	424/424	---M--	200	added ('OK')	image/png	etag:%221a8-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/no.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/no.png	(from https://bitcoin360.ai/)
13:46:41	282/282	---M--	200	added ('OK')	image/png	etag:%2211a-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/nl.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/nl.png	(from https://bitcoin360.ai/)
13:46:42	268/268	---M--	200	added ('OK')	image/png	etag:%2210c-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/fr.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/fr.png	(from https://bitcoin360.ai/)
13:46:42	363/363	---M--	200	added ('OK')	image/png	etag:%2216b-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/fi.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/fi.png	(from https://bitcoin360.ai/)
13:46:42	61793/61793	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:43%20GMT	https://bitcoin360.ai/pt-pt/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/pt-pt/index.html	(from https://bitcoin360.ai/)
13:46:42	325/325	---M--	200	added ('OK')	image/png	etag:%22145-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/es.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/es.png	(from https://bitcoin360.ai/)
13:46:42	250/250	---M--	200	added ('OK')	image/png	etag:%22fa-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/de.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/de.png	(from https://bitcoin360.ai/)
13:46:43	304/304	---M--	200	added ('OK')	image/png	etag:%22130-5e568ef6fe300%22	https://bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/da.png	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/plugins/sitepress-multilingual-cms/res/flags/da.png	(from https://bitcoin360.ai/)
13:46:43	1775/1775	---M--	200	added ('OK')	image/gif	etag:%226ef-600ff7e20c040%22	https://bitcoin360.ai/wp-content/themes/newofficial/assets/img/ajax-loader-table.gif?v1	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/themes/newofficial/assets/img/ajax-loader-table6654.gif	(from https://bitcoin360.ai/)
13:46:43	15588/15588	---M-Z	200	added ('OK')	text/css	etag:%223ce4-611e62f5a15c9-gzip%22	https://bitcoin360.ai/wp-content/themes/newofficial/assets/css/style.min.css	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/themes/newofficial/assets/css/style.min.css	(from https://bitcoin360.ai/)
13:46:43	61769/61769	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:44%20GMT	https://bitcoin360.ai/es/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/es/index.html	(from https://bitcoin360.ai/)
13:46:43	19266/19266	---M-Z	200	added ('OK')	text/css	etag:%224b42-61e4b1972b9f8-gzip%22	https://bitcoin360.ai/wp-content/cache/autoptimize/css/autoptimize_single_6b7fb2ee130535419a67afb198f41c2b.css	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/cache/autoptimize/css/autoptimize_single_6b7fb2ee130535419a67afb198f41c2b.css	(from https://bitcoin360.ai/)
13:46:43	36291/36291	---M-Z	200	added ('OK')	application/javascript	etag:%228dc3-600ff7e20c040-gzip%22	https://bitcoin360.ai/wp-content/themes/newofficial/assets/js/main.min.js	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/themes/newofficial/assets/js/main.min.js	(from https://bitcoin360.ai/)
13:46:44	50800/50800	---M-Z	200	added ('OK')	application/javascript	etag:%22c670-61e4b196ee197-gzip%22	https://bitcoin360.ai/wp-content/cache/autoptimize/js/autoptimize_single_bb7d81b4a59365368250e7c66e81f5fd.js	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/cache/autoptimize/js/autoptimize_single_bb7d81b4a59365368250e7c66e81f5fd.js	(from https://bitcoin360.ai/)
13:46:44	248779/248779	---M-Z	200	added ('OK')	application/javascript	etag:%223cbcb-61e4b19728b18-gzip%22	https://bitcoin360.ai/wp-content/cache/autoptimize/js/autoptimize_single_e02166d695d714a9f9c46a12eaeef03d.js	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-content/cache/autoptimize/js/autoptimize_single_e02166d695d714a9f9c46a12eaeef03d.js	(from https://bitcoin360.ai/)
13:46:44	61326/61326	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:45%20GMT	https://bitcoin360.ai/sv/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/sv/index.html	(from https://bitcoin360.ai/)
13:46:44	8893/8893	---M-Z	200	added ('OK')	application/javascript	etag:W/%2222bd-Qkk1rn2tKlgK/DLdJMG1vwYpmo0%22	https://cdn.jsdelivr.net/npm/vanilla-lazyload@17.8.3/dist/lazyload.min.js	C:/Users/Admin/Desktop/New%20folder/./cdn.jsdelivr.net/npm/vanilla-lazyload@17.8.3/dist/lazyload.min.js	(from https://bitcoin360.ai/)
13:46:46	61764/61764	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:46%20GMT	https://bitcoin360.ai/tr/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/tr/index.html	(from https://bitcoin360.ai/)
13:46:47	204396/204396	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:46:47%20GMT	https://bitcoin360.ai/wp-json/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-json/index.html	(from https://bitcoin360.ai/)
13:46:49	65073/65073	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:47%20GMT	https://bitcoin360.ai/privacy-policy/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/privacy-policy/index.html	(from https://bitcoin360.ai/)
13:46:50	62413/62413	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:47%20GMT	https://bitcoin360.ai/terms-conditions/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/terms-conditions/index.html	(from https://bitcoin360.ai/)
13:46:50	156228/156228	---MCZ	200	added ('OK')	text/css	etag:W/%22aa1272633e7e552395d147a499bad186%22	https://pro.fontawesome.com/releases/v5.10.0/css/all.css	C:/Users/Admin/Desktop/New%20folder/./pro.fontawesome.com/releases/v5.10.0/css/all.css	(from https://bitcoin360.ai/nl/)
13:46:50	45000/45000	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:49%20GMT	https://bitcoin360.ai/ok/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/ok/index.html	(from https://bitcoin360.ai/)
13:46:52	214174/214174	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:46:51%20GMT	https://bitcoin360.ai/nl/wp-json/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/nl/wp-json/index.html	(from https://bitcoin360.ai/nl/)
13:46:54	64411/64411	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:52%20GMT	https://bitcoin360.ai/nl/terms-conditions/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/nl/terms-conditions/index.html	(from https://bitcoin360.ai/nl/)
13:46:55	44860/44860	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:53%20GMT	https://bitcoin360.ai/nl/ok/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/nl/ok/index.html	(from https://bitcoin360.ai/nl/)
13:46:55	68005/68005	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:52%20GMT	https://bitcoin360.ai/nl/privacy-policy/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/nl/privacy-policy/index.html	(from https://bitcoin360.ai/nl/)
13:46:55	220359/220359	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:46:53%20GMT	https://bitcoin360.ai/de/wp-json/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/de/wp-json/index.html	(from https://bitcoin360.ai/de/)
13:46:58	65454/65454	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:57%20GMT	https://bitcoin360.ai/de/terms-conditions/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/de/terms-conditions/index.html	(from https://bitcoin360.ai/de/)
13:46:58	210042/210042	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:46:57%20GMT	https://bitcoin360.ai/da/wp-json/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/da/wp-json/index.html	(from https://bitcoin360.ai/da/)
13:46:59	45319/45319	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:57%20GMT	https://bitcoin360.ai/de/ok/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/de/ok/index.html	(from https://bitcoin360.ai/de/)
13:46:59	68804/68804	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:46:57%20GMT	https://bitcoin360.ai/de/privacy-policy/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/de/privacy-policy/index.html	(from https://bitcoin360.ai/de/)
13:47:02	66404/66404	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:47:00%20GMT	https://bitcoin360.ai/da/privacy-policy/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/da/privacy-policy/index.html	(from https://bitcoin360.ai/da/)
13:47:02	63252/63252	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:47:00%20GMT	https://bitcoin360.ai/da/terms-conditions/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/da/terms-conditions/index.html	(from https://bitcoin360.ai/da/)
13:47:03	217177/217177	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:47:01%20GMT	https://bitcoin360.ai/fi/wp-json/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/fi/wp-json/index.html	(from https://bitcoin360.ai/fi/)
13:47:05	68338/68338	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:47:03%20GMT	https://bitcoin360.ai/fi/privacy-policy/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/fi/privacy-policy/index.html	(from https://bitcoin360.ai/fi/)
13:47:05	64823/64823	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:47:04%20GMT	https://bitcoin360.ai/fi/terms-conditions/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/fi/terms-conditions/index.html	(from https://bitcoin360.ai/fi/)
13:47:08	231011/231011	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:47:06%20GMT	https://bitcoin360.ai/fr/wp-json/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/fr/wp-json/index.html	(from https://bitcoin360.ai/fr/)
13:47:08	70359/70359	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:47:07%20GMT	https://bitcoin360.ai/fr/privacy-policy/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/fr/privacy-policy/index.html	(from https://bitcoin360.ai/fr/)
13:47:11	65416/65416	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:47:10%20GMT	https://bitcoin360.ai/fr/terms-conditions/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/fr/terms-conditions/index.html	(from https://bitcoin360.ai/fr/)
13:47:14	204618/204618	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:47:13%20GMT	https://bitcoin360.ai/no/wp-json/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/no/wp-json/index.html	(from https://bitcoin360.ai/no/)
13:47:17	67384/67384	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:47:15%20GMT	https://bitcoin360.ai/no/privacy-policy/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/no/privacy-policy/index.html	(from https://bitcoin360.ai/no/)
13:47:20	63723/63723	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:47:18%20GMT	https://bitcoin360.ai/no/terms-conditions/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/no/terms-conditions/index.html	(from https://bitcoin360.ai/no/)
13:48:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202024%2010:47:01%20GMT	https://bitcoin360.ai/da/ok/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/da/ok/index.html	(from https://bitcoin360.ai/da/)
13:48:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202024%2010:47:05%20GMT	https://bitcoin360.ai/fi/ok/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/fi/ok/index.html	(from https://bitcoin360.ai/fi/)
13:48:33	216105/216105	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:48:31%20GMT	https://bitcoin360.ai/pl/wp-json/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/pl/wp-json/index.html	(from https://bitcoin360.ai/pl/)
13:48:37	67963/67963	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:48:34%20GMT	https://bitcoin360.ai/pl/privacy-policy/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/pl/privacy-policy/index.html	(from https://bitcoin360.ai/pl/)
13:48:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202024%2010:47:10%20GMT	https://bitcoin360.ai/fr/ok/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/fr/ok/index.html	(from https://bitcoin360.ai/fr/)
13:48:37	64630/64630	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:48:35%20GMT	https://bitcoin360.ai/pl/terms-conditions/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/pl/terms-conditions/index.html	(from https://bitcoin360.ai/pl/)
13:48:41	220141/220141	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:48:39%20GMT	https://bitcoin360.ai/pt-pt/wp-json/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/pt-pt/wp-json/index.html	(from https://bitcoin360.ai/pt-pt/)
13:48:41	67497/67497	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:48:39%20GMT	https://bitcoin360.ai/pt-pt/privacy-policy/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/pt-pt/privacy-policy/index.html	(from https://bitcoin360.ai/pt-pt/)
13:48:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202024%2010:47:21%20GMT	https://bitcoin360.ai/no/ok/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/no/ok/index.html	(from https://bitcoin360.ai/no/)
13:48:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202024%2010:48:38%20GMT	https://bitcoin360.ai/pl/ok/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/pl/ok/index.html	(from https://bitcoin360.ai/pl/)
13:48:42	63670/63670	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:48:42%20GMT	https://bitcoin360.ai/pt-pt/terms-conditions/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/pt-pt/terms-conditions/index.html	(from https://bitcoin360.ai/pt-pt/)
13:48:43	1330/1330	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:48:42%20GMT	https://bitcoin360.ai/wp-json/wp/v2/pages/329	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-json/wp/v2/pages/329.json	(from https://bitcoin360.ai/privacy-policy/)
13:48:43	71359/71359	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:48:43%20GMT	https://bitcoin360.ai/es/privacy-policy/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/es/privacy-policy/index.html	(from https://bitcoin360.ai/es/)
13:48:43	222291/222291	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:48:43%20GMT	https://bitcoin360.ai/es/wp-json/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/es/wp-json/index.html	(from https://bitcoin360.ai/es/)
13:48:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202024%2010:48:42%20GMT	https://bitcoin360.ai/pt-pt/ok/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/pt-pt/ok/index.html	(from https://bitcoin360.ai/pt-pt/)
13:48:44	68073/68073	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:48:45%20GMT	https://bitcoin360.ai/es/terms-conditions/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/es/terms-conditions/index.html	(from https://bitcoin360.ai/es/)
13:48:45	2156/2156	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:48:45%20GMT	https://bitcoin360.ai/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbitcoin360.ai%2Fprivacy-policy%2F	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/wp-json/oembed/1.0/embedbc8e.json	(from https://bitcoin360.ai/privacy-policy/)
13:48:46	220152/220152	---MCZ	200	added ('OK')	application/json	date:Wed,%2025%20Sep%202024%2010:48:45%20GMT	https://bitcoin360.ai/sv/wp-json/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/sv/wp-json/index.html	(from https://bitcoin360.ai/sv/)
13:48:46	67763/67763	---MCZ	200	added ('OK')	text/html	date:Wed,%2025%20Sep%202024%2010:48:46%20GMT	https://bitcoin360.ai/sv/privacy-policy/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/sv/privacy-policy/index.html	(from https://bitcoin360.ai/sv/)
13:48:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Sep%202024%2010:48:45%20GMT	https://bitcoin360.ai/es/ok/	C:/Users/Admin/Desktop/New%20folder/./bitcoin360.ai/es/ok/index.html	(from https://bitcoin360.ai/es/)
